Time,Open,High,Low,Latest,Change,%Change,Volume
"2025-12-25 18:00",26128.5,26132,26128.5,26132,8.75,+0.03%,3
"2025-12-25 17:00",26105,26123.25,26105,26123.25,38.75,+0.15%,5
"2025-12-24 12:00",26088,26088,26084.5,26084.5,-21.75,-0.08%,3
"2025-12-24 11:00",26100,26111,26097.75,26106.25,1.25,0.00%,6
"2025-12-24 10:00",26056.25,26105.5,26056.25,26105,51,+0.20%,17
"2025-12-24 09:00",26040,26060,26035.25,26054,35.5,+0.14%,13
"2025-12-24 08:00",26040,26041.5,26018.5,26018.5,-32.,-0.12%,14
"2025-12-24 07:00",26038.75,26052,26038.75,26050.5,30.5,+0.12%,5
"2025-12-24 02:00",26020,26020,26020,26020,11.75,+0.05%,2
"2025-12-24 01:00",26008.25,26008.25,26008.25,26008.25,-15.75,-0.06%,1
"2025-12-23 23:00",26024,26024,26024,26024,13,+0.05%,1
"2025-12-23 21:00",26011,26011,26011,26011,4.75,+0.02%,1
"2025-12-23 20:00",26017,26017,26006.25,26006.25,-38.5,-0.15%,2
"2025-12-23 18:00",26045.5,26045.5,26044.75,26044.75,5.75,+0.02%,2
"2025-12-23 17:00",26034.5,26040.25,26034.5,26039,7.5,+0.03%,4
"2025-12-23 15:00",26031.5,26031.5,26031.5,26031.5,0.5,0.00%,1
"2025-12-23 14:00",26027.5,26045,26021.25,26031,19.5,+0.07%,32
"2025-12-23 13:00",26016.5,26016.5,26011.5,26011.5,11.25,+0.04%,2
"2025-12-23 12:00",26002.5,26002.5,25994.75,26000.25,17,+0.07%,4
"2025-12-23 11:00",25998,25998,25983.25,25983.25,-12.,-0.05%,9
"2025-12-23 10:00",25969,25996.75,25958.75,25995.25,28.75,+0.11%,27
"2025-12-23 09:00",25886,25966.5,25855.5,25966.5,45,+0.17%,45
"2025-12-23 08:00",25850.75,25965.5,25848.5,25921.5,73.5,+0.28%,29
"2025-12-23 07:00",25883.75,25894.25,25835.75,25848,-80.,-0.31%,23
"2025-12-23 05:00",25928,25928,25928,25928,-18.75,-0.07%,1
"2025-12-23 03:00",25925.75,25946.75,25925.75,25946.75,35.75,+0.14%,2
"2025-12-23 02:00",25911,25911,25911,25911,18,+0.07%,1
"2025-12-23 01:00",25893,25893,25893,25893,4,+0.02%,1
"2025-12-23 00:00",25889,25889.75,25889,25889,-14.5,-0.06%,3
"2025-12-22 23:00",25903.5,25903.5,25903.5,25903.5,-7.25,-0.03%,1
"2025-12-22 22:00",25933,25933,25910.75,25910.75,-42.75,-0.16%,3
"2025-12-22 20:00",25945,25953.5,25945,25953.5,46.25,+0.18%,3
"2025-12-22 14:00",25907.5,25920.75,25903.25,25907.25,-11.,-0.04%,24
"2025-12-22 13:00",25909.25,25931.25,25909.25,25918.25,9.25,+0.04%,11
"2025-12-22 12:00",25912.75,25922,25903,25909,-39.25,-0.15%,6
"2025-12-22 11:00",25940.5,25949,25915,25948.25,24,+0.09%,14
"2025-12-22 10:00",25938,25943.5,25921.5,25924.25,13.25,+0.05%,11
"2025-12-22 09:00",25932.25,25944.25,25861.25,25911,-59.,-0.23%,49
"2025-12-22 08:00",25985,26008.5,25900,25970,13.75,+0.05%,36
"2025-12-22 06:00",25930.5,25956.25,25930.5,25956.25,27,+0.10%,6
"2025-12-22 05:00",25929.5,25930,25929.25,25929.25,-1.75,-0.01%,7
"2025-12-22 03:00",25940.5,25940.5,25931,25931,7,+0.03%,4
"2025-12-22 02:00",25924,25924,25924,25924,5.5,+0.02%,1
"2025-12-22 01:00",25918.5,25918.5,25918.5,25918.5,33.5,+0.13%,1
"2025-12-21 23:00",25885,25885,25885,25885,-14.25,-0.06%,1
"2025-12-21 21:00",25899,25899.25,25899,25899.25,-11.75,-0.05%,2
"2025-12-21 20:00",25906,25913.25,25904.5,25911,6,+0.02%,12
"2025-12-21 19:00",25906,25906,25905,25905,23.25,+0.09%,2
"2025-12-21 18:00",25883,25883,25868.25,25881.75,-6.25,-0.02%,38
"2025-12-21 17:00",25860,25888,25860,25888,73,+0.28%,7
"2025-12-19 15:00",25805.25,25815.5,25805.25,25815,26,+0.10%,5
"2025-12-19 14:00",25800.5,25810.25,25776,25789,-7.25,-0.03%,26
"2025-12-19 13:00",25786.5,25805.5,25786.5,25796.25,23.75,+0.09%,5
"2025-12-19 12:00",25810,25811.75,25768.5,25772.5,-31.5,-0.12%,18
"2025-12-19 11:00",25760.25,25810.5,25760.25,25804,68.75,+0.27%,16
"2025-12-19 10:00",25688,25786.75,25688,25735.25,31.75,+0.12%,28
"2025-12-19 09:00",25800.25,25813.5,25688,25703.5,-64.5,-0.25%,42
"2025-12-19 08:00",25526.5,25788.5,25526.5,25768,257,+1.01%,64
"2025-12-19 06:00",25573,25573,25511,25511,-44.5,-0.17%,2
"2025-12-19 05:00",25586,25586,25555.5,25555.5,-34.,-0.13%,7
"2025-12-19 04:00",25589.5,25589.5,25589.5,25589.5,-23.5,-0.09%,1
