timestamp,open,high,low,close,volume
2023-05-04 00:00:00+00:00,13098.25,13158.25,13095.5,13149.0,18549
2023-05-04 04:00:00+00:00,13149.25,13173.0,13101.5,13150.5,28966
2023-05-04 08:00:00+00:00,13150.25,13151.0,13089.0,13097.25,32187
2023-05-04 12:00:00+00:00,13098.0,13107.25,13001.75,13050.0,293571
2023-05-04 16:00:00+00:00,13049.75,13131.25,13030.75,13048.0,238837
2023-05-04 20:00:00+00:00,13048.0,13097.75,13026.25,13093.75,32345
2023-05-05 00:00:00+00:00,13093.75,13114.0,13080.5,13111.0,12013
2023-05-05 04:00:00+00:00,13111.0,13112.25,13076.25,13097.5,12488
2023-05-05 08:00:00+00:00,13097.0,13140.75,13085.0,13134.25,24172
2023-05-05 12:00:00+00:00,13134.5,13277.75,13085.25,13257.5,271459
2023-05-05 16:00:00+00:00,13257.5,13359.0,13239.0,13324.0,218440
2023-05-05 20:00:00+00:00,13323.5,13329.25,13307.75,13310.5,16920
2023-05-07 20:00:00+00:00,13316.0,13332.75,13301.25,13303.5,7544
2023-05-08 00:00:00+00:00,13304.25,13330.0,13294.25,13313.0,13164
2023-05-08 04:00:00+00:00,13313.0,13335.0,13309.0,13319.25,12050
2023-05-08 08:00:00+00:00,13319.5,13324.75,13297.75,13315.0,19257
2023-05-08 12:00:00+00:00,13314.75,13322.25,13254.5,13321.25,236855
2023-05-08 16:00:00+00:00,13321.5,13368.0,13289.0,13354.5,198591
2023-05-08 20:00:00+00:00,13354.25,13354.5,13325.25,13337.5,17945
2023-05-09 00:00:00+00:00,13337.0,13342.75,13327.0,13340.75,7800
2023-05-09 04:00:00+00:00,13341.0,13347.0,13315.5,13318.5,13325
2023-05-09 08:00:00+00:00,13318.75,13325.75,13275.0,13286.0,25055
2023-05-09 12:00:00+00:00,13286.25,13317.5,13260.0,13263.75,289437
2023-05-09 16:00:00+00:00,13263.75,13294.5,13250.5,13266.25,197408
2023-05-09 20:00:00+00:00,13266.25,13278.75,13253.0,13274.75,16368
2023-05-10 00:00:00+00:00,13274.75,13286.0,13267.5,13271.5,8989
2023-05-10 04:00:00+00:00,13271.75,13285.75,13222.75,13226.0,17197
2023-05-10 08:00:00+00:00,13226.25,13267.0,13202.75,13261.75,26786
2023-05-10 12:00:00+00:00,13261.75,13433.75,13253.5,13368.0,426636
2023-05-10 16:00:00+00:00,13368.0,13446.75,13262.25,13410.5,332522
2023-05-10 20:00:00+00:00,13410.5,13427.0,13403.5,13422.0,21934
2023-05-11 00:00:00+00:00,13422.25,13447.75,13422.0,13433.0,13520
2023-05-11 04:00:00+00:00,13433.75,13456.75,13418.75,13441.75,19055
2023-05-11 08:00:00+00:00,13442.0,13463.75,13404.25,13416.75,32318
2023-05-11 12:00:00+00:00,13416.75,13467.5,13361.5,13441.5,329137
2023-05-11 16:00:00+00:00,13442.0,13470.25,13393.5,13447.25,236975
2023-05-11 20:00:00+00:00,13447.25,13466.5,13435.5,13455.0,18122
2023-05-12 00:00:00+00:00,13454.25,13494.25,13453.0,13482.0,17271
2023-05-12 04:00:00+00:00,13481.5,13490.75,13458.0,13465.5,16546
2023-05-12 08:00:00+00:00,13465.75,13493.75,13459.0,13465.0,21350
2023-05-12 12:00:00+00:00,13465.5,13487.25,13370.0,13405.25,256612
2023-05-12 16:00:00+00:00,13405.25,13407.0,13310.5,13397.5,286307
2023-05-12 20:00:00+00:00,13397.5,13398.0,13370.25,13370.5,15690
2023-05-14 20:00:00+00:00,13378.75,13378.75,13356.0,13366.5,4892
2023-05-15 00:00:00+00:00,13366.25,13394.25,13350.0,13390.5,14164
2023-05-15 04:00:00+00:00,13390.5,13443.5,13388.5,13437.75,20796
2023-05-15 08:00:00+00:00,13437.25,13447.5,13419.0,13429.75,25238
2023-05-15 12:00:00+00:00,13429.5,13448.5,13351.5,13446.5,236125
2023-05-15 16:00:00+00:00,13446.75,13480.0,13418.0,13472.0,178762
2023-05-15 20:00:00+00:00,13471.75,13472.5,13454.25,13458.0,16225
2023-05-16 00:00:00+00:00,13458.0,13466.5,13451.0,13458.75,10348
