dataset,min_rr,fvg_lookback,pm_big_day_range_atr,min_stop_atr,bias_min_score,min_confs,require_fvg_tap,accum_minutes,target_mode,hours,trades,total_R,avg_R,win_rate,is_trades,is_total_R,is_avg_R,is_win_rate,oos_trades,oos_total_R,oos_avg_R,oos_win_rate,split_date
ES_15m,2.0,24,0.75,0.25,1.0,1,True,15,pdh_pdl,10,15,-4.24,-0.282,33.3,11,-1.48,-0.135,45.5,4,-2.76,-0.689,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,15,pdh_pdl,"10,14",19,-4.05,-0.213,36.8,13,-1.59,-0.122,46.2,6,-2.47,-0.411,16.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,15,rr,10,62,-4.99,-0.081,40.3,37,-6.3,-0.17,40.5,25,1.3,0.052,40.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,15,rr,"10,14",85,-6.68,-0.079,40.0,51,-9.75,-0.191,37.3,34,3.07,0.09,44.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,30,pdh_pdl,10,11,-5.5,-0.5,27.3,9,-4.17,-0.464,33.3,2,-1.33,-0.665,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,30,pdh_pdl,"10,14",13,-6.95,-0.535,23.1,10,-5.22,-0.522,30.0,3,-1.73,-0.577,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,30,rr,10,54,-6.43,-0.119,40.7,35,-5.04,-0.144,42.9,19,-1.4,-0.074,36.8,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,30,rr,"10,14",67,-10.25,-0.153,38.8,43,-7.52,-0.175,39.5,24,-2.73,-0.114,37.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,60,pdh_pdl,10,6,-4.26,-0.71,16.7,5,-3.22,-0.643,20.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,60,pdh_pdl,"10,14",6,-4.26,-0.71,16.7,5,-3.22,-0.643,20.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,60,rr,10,40,-1.26,-0.031,47.5,21,-0.77,-0.037,52.4,19,-0.49,-0.026,42.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,True,60,rr,"10,14",42,-1.24,-0.03,47.6,23,-0.75,-0.033,52.2,19,-0.49,-0.026,42.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,15,pdh_pdl,10,68,-6.0,-0.088,44.1,45,4.31,0.096,53.3,23,-10.31,-0.448,26.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,15,pdh_pdl,"10,14",77,-6.63,-0.086,45.5,48,4.65,0.097,54.2,29,-11.28,-0.389,31.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,15,rr,10,206,-8.39,-0.041,43.7,122,0.09,0.001,46.7,84,-8.48,-0.101,39.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,15,rr,"10,14",248,-8.64,-0.035,45.2,146,-2.15,-0.015,46.6,102,-6.49,-0.064,43.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,30,pdh_pdl,10,62,-4.48,-0.072,45.2,41,3.74,0.091,53.7,21,-8.22,-0.392,28.6,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,30,pdh_pdl,"10,14",68,-5.6,-0.082,45.6,43,3.26,0.076,53.5,25,-8.86,-0.355,32.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,30,rr,10,173,-11.5,-0.066,42.2,104,-1.71,-0.016,46.2,69,-9.78,-0.142,36.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,30,rr,"10,14",203,-13.48,-0.066,43.3,122,-3.47,-0.028,45.9,81,-10.01,-0.124,39.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,60,pdh_pdl,10,45,-9.58,-0.213,40.0,27,-1.88,-0.07,51.9,18,-7.69,-0.427,22.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,60,pdh_pdl,"10,14",46,-9.46,-0.206,41.3,28,-1.76,-0.063,53.6,18,-7.69,-0.427,22.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,60,rr,10,129,-11.11,-0.086,45.0,73,-2.3,-0.031,52.1,56,-8.81,-0.157,35.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,1,False,60,rr,"10,14",139,-12.88,-0.093,44.6,82,-3.95,-0.048,51.2,57,-8.93,-0.157,35.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,15,pdh_pdl,10,7,-4.25,-0.608,28.6,6,-3.22,-0.537,33.3,1,-1.03,-1.031,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,15,pdh_pdl,"10,14",10,-5.01,-0.501,30.0,7,-4.27,-0.61,28.6,3,-0.74,-0.247,33.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,15,rr,10,42,-3.18,-0.076,50.0,27,-5.03,-0.186,48.1,15,1.86,0.124,53.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,15,rr,"10,14",61,-8.73,-0.143,42.6,38,-9.32,-0.245,39.5,23,0.59,0.026,47.8,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,30,pdh_pdl,10,6,-3.22,-0.537,33.3,6,-3.22,-0.537,33.3,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,30,pdh_pdl,"10,14",8,-4.67,-0.584,25.0,7,-4.27,-0.61,28.6,1,-0.4,-0.401,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,30,rr,10,38,-2.97,-0.078,52.6,27,-3.4,-0.126,51.9,11,0.43,0.039,54.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,30,rr,"10,14",49,-6.4,-0.131,46.9,34,-5.44,-0.16,47.1,15,-0.96,-0.064,46.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,60,pdh_pdl,10,3,-3.12,-1.041,0.0,2,-2.08,-1.041,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,60,pdh_pdl,"10,14",3,-3.12,-1.041,0.0,2,-2.08,-1.041,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,60,rr,10,28,-4.11,-0.147,50.0,16,-3.5,-0.219,50.0,12,-0.61,-0.051,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,True,60,rr,"10,14",30,-4.1,-0.137,50.0,18,-3.49,-0.194,50.0,12,-0.61,-0.051,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,15,pdh_pdl,10,28,-4.41,-0.158,39.3,21,-1.01,-0.048,47.6,7,-3.4,-0.486,14.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,15,pdh_pdl,"10,14",36,-4.75,-0.132,44.4,23,0.16,0.007,52.2,13,-4.91,-0.378,30.8,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,15,rr,10,136,-5.24,-0.039,44.9,80,1.87,0.023,53.8,56,-7.11,-0.127,32.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,15,rr,"10,14",170,-7.79,-0.046,47.1,97,0.7,0.007,53.6,73,-8.49,-0.116,38.4,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,30,pdh_pdl,10,24,-3.25,-0.135,37.5,18,-0.87,-0.048,44.4,6,-2.37,-0.396,16.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,30,pdh_pdl,"10,14",28,-4.42,-0.158,39.3,18,-0.87,-0.048,44.4,10,-3.55,-0.355,30.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,30,rr,10,106,-8.28,-0.078,43.4,65,-0.77,-0.012,52.3,41,-7.51,-0.183,29.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,30,rr,"10,14",129,-10.93,-0.085,45.7,77,-1.1,-0.014,53.2,52,-9.83,-0.189,34.6,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,60,pdh_pdl,10,16,-3.72,-0.232,37.5,10,-1.34,-0.134,50.0,6,-2.37,-0.396,16.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,60,pdh_pdl,"10,14",16,-3.72,-0.232,37.5,10,-1.34,-0.134,50.0,6,-2.37,-0.396,16.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,60,rr,10,72,-7.2,-0.1,47.2,41,-1.83,-0.045,58.5,31,-5.37,-0.173,32.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,2,False,60,rr,"10,14",77,-7.24,-0.094,48.1,46,-1.87,-0.041,58.7,31,-5.37,-0.173,32.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,15,pdh_pdl,10,1,0.43,0.434,100.0,1,0.43,0.434,100.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,15,pdh_pdl,"10,14",2,-0.6,-0.3,50.0,2,-0.6,-0.3,50.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,15,rr,10,13,2.37,0.183,76.9,8,-1.19,-0.148,62.5,5,3.56,0.712,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,15,rr,"10,14",15,0.53,0.035,66.7,10,-3.03,-0.303,50.0,5,3.56,0.712,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,30,pdh_pdl,10,1,0.43,0.434,100.0,1,0.43,0.434,100.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,30,pdh_pdl,"10,14",2,-0.6,-0.3,50.0,2,-0.6,-0.3,50.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,30,rr,10,13,1.65,0.127,76.9,10,0.06,0.006,70.0,3,1.58,0.528,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,30,rr,"10,14",15,-0.2,-0.013,66.7,12,-1.78,-0.148,58.3,3,1.58,0.528,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,60,pdh_pdl,10,1,-1.04,-1.041,0.0,0,0.0,0.0,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,60,pdh_pdl,"10,14",1,-1.04,-1.041,0.0,0,0.0,0.0,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,60,rr,10,9,2.2,0.245,88.9,5,1.66,0.332,100.0,4,0.54,0.135,75.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,True,60,rr,"10,14",9,2.2,0.245,88.9,5,1.66,0.332,100.0,4,0.54,0.135,75.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,15,pdh_pdl,10,4,-1.0,-0.25,50.0,3,0.04,0.013,66.7,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,15,pdh_pdl,"10,14",7,-1.0,-0.143,42.9,6,0.04,0.006,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,15,rr,10,36,1.83,0.051,58.3,22,-1.41,-0.064,50.0,14,3.24,0.232,71.4,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,15,rr,"10,14",44,2.27,0.052,59.1,27,-2.03,-0.075,48.1,17,4.3,0.253,76.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,30,pdh_pdl,10,4,-1.0,-0.25,50.0,3,0.04,0.013,66.7,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,30,pdh_pdl,"10,14",6,-0.96,-0.16,50.0,5,0.08,0.016,60.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,30,rr,10,31,-0.55,-0.018,54.8,21,-0.82,-0.039,52.4,10,0.27,0.027,60.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,30,rr,"10,14",37,-0.85,-0.023,56.8,25,-1.4,-0.056,52.0,12,0.55,0.046,66.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,60,pdh_pdl,10,2,-1.52,-0.762,0.0,1,-0.48,-0.482,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,60,pdh_pdl,"10,14",2,-1.52,-0.762,0.0,1,-0.48,-0.482,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,60,rr,10,22,0.89,0.041,50.0,14,0.39,0.028,42.9,8,0.5,0.063,62.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,1.0,3,False,60,rr,"10,14",22,0.89,0.041,50.0,14,0.39,0.028,42.9,8,0.5,0.063,62.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,15,pdh_pdl,10,11,-6.25,-0.569,27.3,8,-3.73,-0.466,37.5,3,-2.53,-0.842,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,15,pdh_pdl,"10,14",14,-6.76,-0.483,28.6,10,-3.84,-0.384,40.0,4,-2.93,-0.732,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,15,rr,10,51,-7.65,-0.15,37.3,28,-9.02,-0.322,35.7,23,1.37,0.06,39.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,15,rr,"10,14",65,-9.95,-0.153,35.4,38,-11.76,-0.31,34.2,27,1.81,0.067,37.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,30,pdh_pdl,10,8,-5.37,-0.672,25.0,7,-4.27,-0.611,28.6,1,-1.1,-1.1,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,30,pdh_pdl,"10,14",10,-6.82,-0.682,20.0,8,-5.32,-0.665,25.0,2,-1.5,-0.75,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,30,rr,10,43,-10.76,-0.25,34.9,26,-9.43,-0.363,34.6,17,-1.33,-0.078,35.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,30,rr,"10,14",50,-14.45,-0.289,32.0,31,-11.69,-0.377,32.3,19,-2.76,-0.145,31.6,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,60,pdh_pdl,10,5,-3.74,-0.749,20.0,4,-2.7,-0.676,25.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,60,pdh_pdl,"10,14",5,-3.74,-0.749,20.0,4,-2.7,-0.676,25.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,60,rr,10,33,-4.72,-0.143,42.4,15,-4.07,-0.271,46.7,18,-0.65,-0.036,38.9,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,True,60,rr,"10,14",35,-4.71,-0.134,42.9,17,-4.05,-0.238,47.1,18,-0.65,-0.036,38.9,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,15,pdh_pdl,10,42,-5.89,-0.14,40.5,30,0.89,0.03,46.7,12,-6.78,-0.565,25.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,15,pdh_pdl,"10,14",49,-5.37,-0.109,42.9,33,2.05,0.062,48.5,16,-7.42,-0.464,31.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,15,rr,10,148,-8.86,-0.06,42.6,87,-5.93,-0.068,43.7,61,-2.93,-0.048,41.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,15,rr,"10,14",180,-7.5,-0.042,44.4,106,-6.48,-0.061,44.3,74,-1.02,-0.014,44.6,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,30,pdh_pdl,10,36,-4.37,-0.121,41.7,26,0.32,0.012,46.2,10,-4.69,-0.469,30.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,30,pdh_pdl,"10,14",42,-4.67,-0.111,42.9,28,0.66,0.024,46.4,14,-5.33,-0.381,35.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,30,rr,10,122,-16.5,-0.135,38.5,74,-11.58,-0.156,39.2,48,-4.92,-0.103,37.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,30,rr,"10,14",143,-16.18,-0.113,40.6,87,-11.64,-0.134,40.2,56,-4.54,-0.081,41.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,60,pdh_pdl,10,26,-5.78,-0.222,42.3,17,-1.47,-0.087,52.9,9,-4.31,-0.479,22.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,60,pdh_pdl,"10,14",26,-5.78,-0.222,42.3,17,-1.47,-0.087,52.9,9,-4.31,-0.479,22.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,60,rr,10,93,-10.59,-0.114,44.1,53,-7.11,-0.134,47.2,40,-3.47,-0.087,40.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,1,False,60,rr,"10,14",100,-12.08,-0.121,44.0,60,-8.61,-0.143,46.7,40,-3.47,-0.087,40.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,15,pdh_pdl,10,6,-4.69,-0.781,16.7,5,-3.66,-0.731,20.0,1,-1.03,-1.031,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,15,pdh_pdl,"10,14",8,-6.13,-0.767,12.5,6,-4.7,-0.784,16.7,2,-1.43,-0.716,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,15,rr,10,35,-2.0,-0.057,51.4,20,-3.85,-0.193,50.0,15,1.86,0.124,53.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,15,rr,"10,14",46,-7.54,-0.164,43.5,27,-7.46,-0.276,40.7,19,-0.08,-0.004,47.4,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,30,pdh_pdl,10,5,-3.66,-0.731,20.0,5,-3.66,-0.731,20.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,30,pdh_pdl,"10,14",7,-5.1,-0.729,14.3,6,-4.7,-0.784,16.7,1,-0.4,-0.401,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,30,rr,10,30,-3.92,-0.131,50.0,19,-4.35,-0.229,47.4,11,0.43,0.039,54.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,30,rr,"10,14",36,-7.19,-0.2,44.4,23,-6.19,-0.269,43.5,13,-1.0,-0.077,46.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,60,pdh_pdl,10,3,-3.12,-1.041,0.0,2,-2.08,-1.041,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,60,pdh_pdl,"10,14",3,-3.12,-1.041,0.0,2,-2.08,-1.041,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,60,rr,10,23,-5.13,-0.223,47.8,11,-4.51,-0.41,45.5,12,-0.61,-0.051,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,True,60,rr,"10,14",25,-5.11,-0.204,48.0,13,-4.5,-0.346,46.2,12,-0.61,-0.051,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,15,pdh_pdl,10,19,-4.35,-0.229,36.8,14,-1.48,-0.106,42.9,5,-2.87,-0.574,20.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,15,pdh_pdl,"10,14",24,-4.7,-0.196,41.7,15,-0.66,-0.044,46.7,9,-4.04,-0.449,33.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,15,rr,10,101,-0.77,-0.008,46.5,57,2.45,0.043,56.1,44,-3.22,-0.073,34.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,15,rr,"10,14",126,-3.14,-0.025,49.2,70,1.28,0.018,55.7,56,-4.42,-0.079,41.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,30,pdh_pdl,10,15,-3.18,-0.212,33.3,11,-1.35,-0.122,36.4,4,-1.84,-0.46,25.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,30,pdh_pdl,"10,14",19,-4.36,-0.229,36.8,11,-1.35,-0.122,36.4,8,-3.01,-0.376,37.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,30,rr,10,76,-7.46,-0.098,43.4,45,-2.93,-0.065,51.1,31,-4.54,-0.146,32.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,30,rr,"10,14",92,-9.3,-0.101,46.7,53,-3.25,-0.061,52.8,39,-6.05,-0.155,38.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,60,pdh_pdl,10,9,-3.42,-0.38,33.3,5,-1.58,-0.316,40.0,4,-1.84,-0.46,25.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,60,pdh_pdl,"10,14",9,-3.42,-0.38,33.3,5,-1.58,-0.316,40.0,4,-1.84,-0.46,25.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,60,rr,10,54,-6.77,-0.125,46.3,29,-3.22,-0.111,55.2,25,-3.55,-0.142,36.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,2,False,60,rr,"10,14",59,-6.81,-0.115,47.5,34,-3.26,-0.096,55.9,25,-3.55,-0.142,36.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,15,pdh_pdl,10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,15,pdh_pdl,"10,14",1,-1.03,-1.034,0.0,1,-1.03,-1.034,0.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,15,rr,10,10,2.89,0.289,80.0,5,-0.67,-0.133,60.0,5,3.56,0.712,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,15,rr,"10,14",12,1.05,0.087,66.7,7,-2.51,-0.358,42.9,5,3.56,0.712,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,30,pdh_pdl,10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,30,pdh_pdl,"10,14",1,-1.03,-1.034,0.0,1,-1.03,-1.034,0.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,30,rr,10,8,0.92,0.115,75.0,5,-0.67,-0.133,60.0,3,1.58,0.528,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,30,rr,"10,14",10,-0.93,-0.093,60.0,7,-2.51,-0.358,42.9,3,1.58,0.528,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,60,pdh_pdl,10,1,-1.04,-1.041,0.0,0,0.0,0.0,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,60,pdh_pdl,"10,14",1,-1.04,-1.041,0.0,0,0.0,0.0,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,60,rr,10,6,0.88,0.147,83.3,2,0.34,0.17,100.0,4,0.54,0.135,75.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,True,60,rr,"10,14",6,0.88,0.147,83.3,2,0.34,0.17,100.0,4,0.54,0.135,75.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,15,pdh_pdl,10,3,-1.44,-0.478,33.3,2,-0.39,-0.197,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,15,pdh_pdl,"10,14",5,-1.4,-0.279,40.0,4,-0.35,-0.088,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,15,rr,10,26,1.09,0.042,57.7,15,-1.86,-0.124,46.7,11,2.95,0.268,72.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,15,rr,"10,14",32,1.39,0.043,59.4,18,-2.63,-0.146,44.4,14,4.01,0.287,78.6,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,30,pdh_pdl,10,3,-1.44,-0.478,33.3,2,-0.39,-0.197,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,30,pdh_pdl,"10,14",5,-1.4,-0.279,40.0,4,-0.35,-0.088,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,30,rr,10,21,-1.29,-0.061,52.4,14,-1.27,-0.09,50.0,7,-0.02,-0.003,57.1,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,30,rr,"10,14",26,-1.78,-0.068,53.8,17,-2.04,-0.12,47.1,9,0.26,0.029,66.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,60,pdh_pdl,10,2,-1.52,-0.762,0.0,1,-0.48,-0.482,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,60,pdh_pdl,"10,14",2,-1.52,-0.762,0.0,1,-0.48,-0.482,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,60,rr,10,15,-0.14,-0.01,46.7,9,-0.64,-0.071,33.3,6,0.5,0.083,66.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,2.0,3,False,60,rr,"10,14",15,-0.14,-0.01,46.7,9,-0.64,-0.071,33.3,6,0.5,0.083,66.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,15,pdh_pdl,10,4,-2.69,-0.673,25.0,3,-1.59,-0.531,33.3,1,-1.1,-1.1,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,15,pdh_pdl,"10,14",5,-3.09,-0.619,20.0,3,-1.59,-0.531,33.3,2,-1.5,-0.75,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,15,rr,10,32,-7.26,-0.227,34.4,18,-4.92,-0.273,38.9,14,-2.34,-0.167,28.6,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,15,rr,"10,14",40,-7.47,-0.187,32.5,23,-6.5,-0.283,34.8,17,-0.97,-0.057,29.4,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,30,pdh_pdl,10,4,-2.69,-0.673,25.0,3,-1.59,-0.531,33.3,1,-1.1,-1.1,0.0,2025-07-26
