dataset,min_rr,fvg_lookback,pm_big_day_range_atr,min_stop_atr,bias_min_score,min_confs,require_fvg_tap,accum_minutes,target_mode,hours,trades,total_R,avg_R,win_rate,is_trades,is_total_R,is_avg_R,is_win_rate,oos_trades,oos_total_R,oos_avg_R,oos_win_rate,split_date
ES_15m,2.0,24,0.75,0.25,3.0,1,True,30,pdh_pdl,"10,14",5,-3.09,-0.619,20.0,3,-1.59,-0.531,33.3,2,-1.5,-0.75,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,30,rr,10,29,-8.24,-0.284,34.5,17,-4.81,-0.283,41.2,12,-3.44,-0.286,25.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,30,rr,"10,14",33,-10.51,-0.318,30.3,19,-5.64,-0.297,36.8,14,-4.87,-0.348,21.4,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,60,pdh_pdl,10,3,-3.12,-1.041,0.0,2,-2.08,-1.041,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,60,pdh_pdl,"10,14",3,-3.12,-1.041,0.0,2,-2.08,-1.041,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,60,rr,10,24,-6.38,-0.266,37.5,11,-3.62,-0.329,45.5,13,-2.76,-0.212,30.8,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,True,60,rr,"10,14",25,-6.4,-0.256,36.0,12,-3.64,-0.303,41.7,13,-2.76,-0.212,30.8,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,15,pdh_pdl,10,22,0.9,0.041,50.0,18,2.82,0.156,50.0,4,-1.91,-0.478,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,15,pdh_pdl,"10,14",25,0.73,0.029,48.0,20,3.04,0.152,50.0,5,-2.31,-0.463,40.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,15,rr,10,94,-9.34,-0.099,40.4,56,-6.85,-0.122,41.1,38,-2.49,-0.066,39.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,15,rr,"10,14",115,-7.87,-0.068,42.6,68,-7.75,-0.114,41.2,47,-0.12,-0.003,44.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,30,pdh_pdl,10,19,-0.75,-0.04,47.4,15,1.16,0.077,46.7,4,-1.91,-0.478,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,30,pdh_pdl,"10,14",21,-1.75,-0.083,42.9,16,0.56,0.035,43.8,5,-2.31,-0.463,40.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,30,rr,10,79,-12.27,-0.155,36.7,48,-8.98,-0.187,37.5,31,-3.29,-0.106,35.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,30,rr,"10,14",93,-12.56,-0.135,38.7,56,-9.96,-0.178,37.5,37,-2.59,-0.07,40.5,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,60,pdh_pdl,10,13,-2.1,-0.162,46.2,11,-1.14,-0.103,45.5,2,-0.97,-0.483,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,60,pdh_pdl,"10,14",13,-2.1,-0.162,46.2,11,-1.14,-0.103,45.5,2,-0.97,-0.483,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,60,rr,10,59,-6.22,-0.105,42.4,35,-5.51,-0.157,42.9,24,-0.71,-0.03,41.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,1,False,60,rr,"10,14",64,-6.8,-0.106,43.8,39,-6.17,-0.158,43.6,25,-0.63,-0.025,44.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,15,pdh_pdl,10,3,-1.59,-0.531,33.3,3,-1.59,-0.531,33.3,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,15,pdh_pdl,"10,14",4,-1.99,-0.499,25.0,3,-1.59,-0.531,33.3,1,-0.4,-0.401,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,15,rr,10,23,-2.72,-0.118,52.2,13,-1.24,-0.096,53.8,10,-1.48,-0.148,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,15,rr,"10,14",30,-5.66,-0.189,43.3,17,-3.17,-0.186,41.2,13,-2.49,-0.192,46.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,30,pdh_pdl,10,3,-1.59,-0.531,33.3,3,-1.59,-0.531,33.3,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,30,pdh_pdl,"10,14",4,-1.99,-0.499,25.0,3,-1.59,-0.531,33.3,1,-0.4,-0.401,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,30,rr,10,20,-2.7,-0.135,50.0,12,-1.74,-0.145,50.0,8,-0.97,-0.121,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,30,rr,"10,14",24,-4.97,-0.207,41.7,14,-2.57,-0.183,42.9,10,-2.4,-0.24,40.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,60,pdh_pdl,10,3,-3.12,-1.041,0.0,2,-2.08,-1.041,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,60,pdh_pdl,"10,14",3,-3.12,-1.041,0.0,2,-2.08,-1.041,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,60,rr,10,17,-5.85,-0.344,41.2,8,-3.85,-0.481,37.5,9,-2.01,-0.223,44.4,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,True,60,rr,"10,14",18,-5.88,-0.326,38.9,9,-3.87,-0.43,33.3,9,-2.01,-0.223,44.4,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,15,pdh_pdl,10,12,0.62,0.052,50.0,11,1.67,0.151,54.5,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,15,pdh_pdl,"10,14",14,1.05,0.075,50.0,12,2.49,0.207,58.3,2,-1.44,-0.721,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,15,rr,10,64,-0.85,-0.013,46.9,37,2.49,0.067,56.8,27,-3.34,-0.124,33.3,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,15,rr,"10,14",79,-1.53,-0.019,49.4,45,2.11,0.047,55.6,34,-3.64,-0.107,41.2,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,30,pdh_pdl,10,10,-0.32,-0.032,40.0,9,0.72,0.08,44.4,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,30,pdh_pdl,"10,14",11,-0.73,-0.066,36.4,9,0.72,0.08,44.4,2,-1.44,-0.721,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,30,rr,10,50,-4.61,-0.092,42.0,30,-0.76,-0.025,50.0,20,-3.86,-0.193,30.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,30,rr,"10,14",60,-5.47,-0.091,45.0,35,-0.87,-0.025,51.4,25,-4.6,-0.184,36.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,60,pdh_pdl,10,6,-2.62,-0.437,33.3,5,-1.58,-0.316,40.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,60,pdh_pdl,"10,14",6,-2.62,-0.437,33.3,5,-1.58,-0.316,40.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,60,rr,10,35,-4.11,-0.117,48.6,20,-2.21,-0.11,55.0,15,-1.9,-0.127,40.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,2,False,60,rr,"10,14",38,-3.74,-0.098,50.0,23,-1.83,-0.08,56.5,15,-1.9,-0.127,40.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,15,pdh_pdl,10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,15,pdh_pdl,"10,14",0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,15,rr,10,4,0.86,0.215,100.0,2,0.29,0.145,100.0,2,0.57,0.285,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,15,rr,"10,14",5,0.05,0.01,80.0,3,-0.52,-0.173,66.7,2,0.57,0.285,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,30,pdh_pdl,10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,30,pdh_pdl,"10,14",0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,30,rr,10,3,0.71,0.237,100.0,2,0.29,0.145,100.0,1,0.42,0.421,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,30,rr,"10,14",4,-0.1,-0.024,75.0,3,-0.52,-0.173,66.7,1,0.42,0.421,100.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,60,pdh_pdl,10,1,-1.04,-1.041,0.0,0,0.0,0.0,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,60,pdh_pdl,"10,14",1,-1.04,-1.041,0.0,0,0.0,0.0,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,60,rr,10,3,-0.43,-0.145,66.7,1,0.19,0.186,100.0,2,-0.62,-0.31,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,True,60,rr,"10,14",3,-0.43,-0.145,66.7,1,0.19,0.186,100.0,2,-0.62,-0.31,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,15,pdh_pdl,10,3,-1.44,-0.478,33.3,2,-0.39,-0.197,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,15,pdh_pdl,"10,14",3,-1.44,-0.478,33.3,2,-0.39,-0.197,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,15,rr,10,15,-0.88,-0.059,53.3,9,-0.76,-0.085,44.4,6,-0.12,-0.019,66.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,15,rr,"10,14",18,-1.41,-0.078,55.6,10,-1.57,-0.157,40.0,8,0.16,0.02,75.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,30,pdh_pdl,10,3,-1.44,-0.478,33.3,2,-0.39,-0.197,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,30,pdh_pdl,"10,14",3,-1.44,-0.478,33.3,2,-0.39,-0.197,50.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,30,rr,10,12,-1.16,-0.097,50.0,8,-0.17,-0.021,50.0,4,-0.99,-0.248,50.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,30,rr,"10,14",15,-1.69,-0.113,53.3,9,-0.98,-0.109,44.4,6,-0.71,-0.119,66.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,60,pdh_pdl,10,2,-1.52,-0.762,0.0,1,-0.48,-0.482,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,60,pdh_pdl,"10,14",2,-1.52,-0.762,0.0,1,-0.48,-0.482,0.0,1,-1.04,-1.041,0.0,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,60,rr,10,9,-0.84,-0.093,44.4,6,-0.36,-0.061,33.3,3,-0.47,-0.157,66.7,2025-07-26
ES_15m,2.0,24,0.75,0.25,3.0,3,False,60,rr,"10,14",9,-0.84,-0.093,44.4,6,-0.36,-0.061,33.3,3,-0.47,-0.157,66.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,15,pdh_pdl,10,51,8.85,0.174,45.1,29,0.86,0.03,37.9,22,8.0,0.363,54.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,15,pdh_pdl,"10,14",62,9.95,0.16,41.9,37,3.75,0.101,35.1,25,6.19,0.248,52.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,15,rr,10,157,0.06,0.0,42.0,87,0.6,0.007,42.5,70,-0.54,-0.008,41.4,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,15,rr,"10,14",187,-4.53,-0.024,41.2,106,-4.9,-0.046,39.6,81,0.37,0.005,43.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,30,pdh_pdl,10,45,18.49,0.411,57.8,30,9.51,0.317,53.3,15,8.98,0.598,66.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,30,pdh_pdl,"10,14",52,24.21,0.466,57.7,36,15.0,0.417,52.8,16,9.21,0.576,68.8,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,30,rr,10,138,15.7,0.114,47.1,80,15.95,0.199,50.0,58,-0.24,-0.004,43.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,30,rr,"10,14",165,18.02,0.109,47.9,96,10.16,0.106,46.9,69,7.86,0.114,49.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,60,pdh_pdl,10,33,15.82,0.479,54.5,23,7.66,0.333,47.8,10,8.15,0.815,70.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,60,pdh_pdl,"10,14",36,15.49,0.43,55.6,26,7.34,0.282,50.0,10,8.15,0.815,70.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,60,rr,10,104,7.24,0.07,45.2,60,5.15,0.086,43.3,44,2.1,0.048,47.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,True,60,rr,"10,14",118,6.32,0.054,45.8,69,1.9,0.028,42.0,49,4.42,0.09,51.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,15,pdh_pdl,10,114,5.03,0.044,40.4,69,-4.69,-0.068,37.7,45,9.72,0.216,44.4,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,15,pdh_pdl,"10,14",129,10.52,0.082,41.1,80,2.74,0.034,40.0,49,7.78,0.159,42.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,15,rr,10,235,-3.35,-0.014,39.6,133,-11.38,-0.086,38.3,102,8.03,0.079,41.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,15,rr,"10,14",271,-4.06,-0.015,40.2,156,-13.59,-0.087,38.5,115,9.53,0.083,42.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,30,pdh_pdl,10,106,14.62,0.138,46.2,68,2.66,0.039,42.6,38,11.96,0.315,52.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,30,pdh_pdl,"10,14",116,20.55,0.177,46.6,75,9.52,0.127,44.0,41,11.02,0.269,51.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,30,rr,10,208,17.65,0.085,43.8,122,9.88,0.081,43.4,86,7.77,0.09,44.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,30,rr,"10,14",236,17.95,0.076,44.5,138,4.43,0.032,42.0,98,13.52,0.138,48.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,60,pdh_pdl,10,83,19.01,0.229,50.6,56,9.78,0.175,50.0,27,9.22,0.342,51.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,60,pdh_pdl,"10,14",90,19.95,0.222,51.1,62,10.87,0.175,51.6,28,9.08,0.324,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,60,rr,10,161,15.67,0.097,44.7,96,5.72,0.06,44.8,65,9.94,0.153,44.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,1,False,60,rr,"10,14",180,16.84,0.094,45.0,108,3.95,0.037,43.5,72,12.89,0.179,47.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,15,pdh_pdl,10,41,1.16,0.028,43.9,24,-3.65,-0.152,33.3,17,4.8,0.283,58.8,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,15,pdh_pdl,"10,14",53,3.16,0.06,41.5,34,-0.33,-0.01,35.3,19,3.48,0.183,52.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,15,rr,10,141,3.2,0.023,46.8,80,-0.8,-0.01,43.8,61,3.99,0.065,50.8,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,15,rr,"10,14",168,-0.77,-0.005,45.8,97,-5.69,-0.059,42.3,71,4.92,0.069,50.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,30,pdh_pdl,10,35,7.39,0.211,54.3,24,1.23,0.051,45.8,11,6.16,0.56,72.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,30,pdh_pdl,"10,14",41,14.91,0.364,56.1,29,9.07,0.313,51.7,12,5.84,0.487,66.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,30,rr,10,120,16.61,0.138,50.8,73,9.15,0.125,47.9,47,7.46,0.159,55.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,30,rr,"10,14",142,18.33,0.129,51.4,84,7.3,0.087,47.6,58,11.03,0.19,56.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,60,pdh_pdl,10,26,5.66,0.218,50.0,18,-0.31,-0.017,38.9,8,5.97,0.746,75.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,60,pdh_pdl,"10,14",28,6.12,0.219,53.6,20,0.15,0.008,45.0,8,5.97,0.746,75.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,60,rr,10,92,-0.77,-0.008,40.2,54,-0.29,-0.005,37.0,38,-0.48,-0.013,44.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,True,60,rr,"10,14",100,-1.4,-0.014,42.0,58,-1.98,-0.034,37.9,42,0.58,0.014,47.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,15,pdh_pdl,10,87,-2.12,-0.024,43.7,55,-12.92,-0.235,36.4,32,10.8,0.337,56.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,15,pdh_pdl,"10,14",104,0.78,0.008,43.3,69,-8.12,-0.118,39.1,35,8.9,0.254,51.4,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,15,rr,10,207,-8.8,-0.042,44.4,121,-20.52,-0.17,40.5,86,11.73,0.136,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,15,rr,"10,14",243,-11.82,-0.049,44.0,144,-25.07,-0.174,39.6,99,13.25,0.134,50.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,30,pdh_pdl,10,80,3.02,0.038,47.5,52,-7.37,-0.142,42.3,28,10.39,0.371,57.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,30,pdh_pdl,"10,14",90,9.06,0.101,47.8,60,-0.43,-0.007,45.0,30,9.49,0.316,53.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,30,rr,10,178,7.1,0.04,47.2,109,-6.68,-0.061,44.0,69,13.79,0.2,52.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,30,rr,"10,14",204,6.83,0.033,48.0,123,-11.08,-0.09,43.1,81,17.91,0.221,55.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,60,pdh_pdl,10,61,3.44,0.056,47.5,42,-5.33,-0.127,45.2,19,8.77,0.462,52.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,60,pdh_pdl,"10,14",67,3.21,0.048,47.8,47,-4.99,-0.106,46.8,20,8.19,0.41,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,60,rr,10,136,-2.54,-0.019,41.9,84,-10.67,-0.127,40.5,52,8.13,0.156,44.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,2,False,60,rr,"10,14",149,-1.71,-0.011,43.6,92,-11.59,-0.126,41.3,57,9.88,0.173,47.4,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,15,pdh_pdl,10,14,7.32,0.523,57.1,8,3.83,0.478,50.0,6,3.49,0.581,66.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,15,pdh_pdl,"10,14",18,10.1,0.561,61.1,12,6.61,0.551,58.3,6,3.49,0.581,66.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,15,rr,10,75,8.18,0.109,50.7,46,4.75,0.103,47.8,29,3.44,0.118,55.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,15,rr,"10,14",90,7.28,0.081,48.9,54,4.31,0.08,48.1,36,2.98,0.083,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,30,pdh_pdl,10,14,5.69,0.406,50.0,9,3.62,0.402,44.4,5,2.07,0.415,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,30,pdh_pdl,"10,14",17,9.49,0.558,58.8,12,7.42,0.618,58.3,5,2.07,0.415,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,30,rr,10,65,6.51,0.1,49.2,42,2.71,0.065,45.2,23,3.8,0.165,56.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,30,rr,"10,14",79,8.63,0.109,49.4,48,3.75,0.078,47.9,31,4.89,0.158,51.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,60,pdh_pdl,10,10,5.35,0.535,60.0,6,3.18,0.53,50.0,4,2.17,0.542,75.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,60,pdh_pdl,"10,14",11,5.42,0.493,63.6,7,3.25,0.464,57.1,4,2.17,0.542,75.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,60,rr,10,35,2.24,0.064,45.7,23,1.26,0.055,43.5,12,0.98,0.082,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,True,60,rr,"10,14",39,0.67,0.017,43.6,25,0.25,0.01,44.0,14,0.41,0.03,42.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,15,pdh_pdl,10,25,3.16,0.127,48.0,14,0.77,0.055,42.9,11,2.39,0.218,54.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,15,pdh_pdl,"10,14",35,6.41,0.183,51.4,23,4.66,0.203,52.2,12,1.74,0.145,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,15,rr,10,107,-2.1,-0.02,46.7,62,-3.17,-0.051,43.5,45,1.07,0.024,51.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,15,rr,"10,14",137,-0.79,-0.006,46.7,79,-2.87,-0.036,44.3,58,2.08,0.036,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,30,pdh_pdl,10,22,5.0,0.227,50.0,12,2.89,0.241,50.0,10,2.11,0.211,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,30,pdh_pdl,"10,14",28,8.28,0.296,53.6,17,6.82,0.401,58.8,11,1.46,0.132,45.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,30,rr,10,86,3.43,0.04,47.7,53,-1.92,-0.036,43.4,33,5.35,0.162,54.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,30,rr,"10,14",107,5.61,0.052,48.6,62,-1.16,-0.019,45.2,45,6.77,0.15,53.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,60,pdh_pdl,10,14,3.71,0.265,50.0,9,1.78,0.197,44.4,5,1.94,0.388,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,60,pdh_pdl,"10,14",18,3.26,0.181,50.0,12,1.98,0.165,50.0,6,1.29,0.215,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,60,rr,10,47,0.46,0.01,46.8,31,-1.97,-0.063,45.2,16,2.42,0.151,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,1.0,3,False,60,rr,"10,14",56,0.17,0.003,46.4,36,-2.58,-0.072,47.2,20,2.75,0.138,45.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,15,pdh_pdl,10,28,9.59,0.343,50.0,20,6.47,0.323,45.0,8,3.12,0.39,62.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,15,pdh_pdl,"10,14",35,14.65,0.418,51.4,25,12.32,0.493,48.0,10,2.33,0.233,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,15,rr,10,97,2.74,0.028,42.3,57,6.28,0.11,43.9,40,-3.54,-0.089,40.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,15,rr,"10,14",116,3.7,0.032,42.2,68,8.92,0.131,44.1,48,-5.21,-0.109,39.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,30,pdh_pdl,10,23,16.41,0.713,69.6,19,13.09,0.689,63.2,4,3.32,0.83,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,30,pdh_pdl,"10,14",28,23.46,0.838,71.4,23,19.9,0.865,65.2,5,3.56,0.711,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,30,rr,10,86,21.75,0.253,51.2,55,20.59,0.374,54.5,31,1.16,0.038,45.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,30,rr,"10,14",102,25.07,0.246,52.0,64,21.3,0.333,53.1,38,3.76,0.099,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,60,pdh_pdl,10,17,13.01,0.765,70.6,14,11.44,0.817,64.3,3,1.56,0.52,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,60,pdh_pdl,"10,14",19,12.11,0.637,68.4,16,10.55,0.659,62.5,3,1.56,0.52,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,60,rr,10,65,16.03,0.247,53.8,40,13.64,0.341,52.5,25,2.39,0.096,56.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,True,60,rr,"10,14",73,13.47,0.184,52.1,45,10.53,0.234,48.9,28,2.93,0.105,57.1,2025-07-26
