symbol,timeframe,lookback,threshold,atr_mult,trend_filter,session_window,trades,win_rate,expectancy,total_R
NQ,15m,12,0.02,2.0,on,all_hours,11,45.5,-0.091,-1.0
NQ,15m,12,0.02,2.0,on,us_market_hours,2,100.0,0.666,1.33
NQ,15m,12,0.02,2.5,off,all_hours,23,47.8,-0.043,-0.99
NQ,15m,12,0.02,2.5,off,us_market_hours,4,75.0,0.122,0.49
NQ,15m,12,0.02,2.5,on,all_hours,11,54.5,0.091,1.0
NQ,15m,12,0.02,2.5,on,us_market_hours,2,100.0,0.633,1.27
NQ,15m,12,0.02,3.0,off,all_hours,23,34.8,-0.304,-6.99
NQ,15m,12,0.02,3.0,off,us_market_hours,4,75.0,-0.128,-0.51
NQ,15m,12,0.02,3.0,on,all_hours,11,36.4,-0.273,-3.0
NQ,15m,12,0.02,3.0,on,us_market_hours,2,100.0,0.151,0.3
NQ,15m,12,0.02,3.5,off,all_hours,22,45.5,-0.091,-2.0
NQ,15m,12,0.02,3.5,off,us_market_hours,4,75.0,-0.146,-0.58
NQ,15m,12,0.02,3.5,on,all_hours,10,50.0,0.0,0.0
NQ,15m,12,0.02,3.5,on,us_market_hours,2,100.0,0.129,0.26
NQ,15m,12,0.025,2.0,off,all_hours,14,28.6,-0.429,-6.01
NQ,15m,12,0.025,2.0,off,us_market_hours,2,50.0,-0.398,-0.8
NQ,15m,12,0.025,2.0,on,all_hours,9,33.3,-0.333,-3.0
NQ,15m,12,0.025,2.0,on,us_market_hours,1,0.0,-1.073,-1.07
NQ,15m,12,0.025,2.5,off,all_hours,14,42.9,-0.143,-2.0
NQ,15m,12,0.025,2.5,off,us_market_hours,2,50.0,-0.318,-0.64
NQ,15m,12,0.025,2.5,on,all_hours,9,44.4,-0.111,-1.0
NQ,15m,12,0.025,2.5,on,us_market_hours,1,0.0,-0.858,-0.86
NQ,15m,12,0.025,3.0,off,all_hours,13,46.2,-0.077,-1.0
NQ,15m,12,0.025,3.0,off,us_market_hours,2,50.0,-0.265,-0.53
NQ,15m,12,0.025,3.0,on,all_hours,9,44.4,-0.111,-1.0
NQ,15m,12,0.025,3.0,on,us_market_hours,1,0.0,-0.715,-0.72
NQ,15m,12,0.025,3.5,off,all_hours,13,38.5,-0.231,-3.0
NQ,15m,12,0.025,3.5,off,us_market_hours,2,50.0,-0.227,-0.45
NQ,15m,12,0.025,3.5,on,all_hours,9,33.3,-0.333,-3.0
NQ,15m,12,0.025,3.5,on,us_market_hours,1,0.0,-0.613,-0.61
NQ,15m,12,0.03,2.0,off,all_hours,7,14.3,-0.714,-5.0
NQ,15m,12,0.03,2.0,off,us_market_hours,1,100.0,0.277,0.28
NQ,15m,12,0.03,2.0,on,all_hours,4,0.0,-1.0,-4.0
NQ,15m,12,0.03,2.0,on,us_market_hours,0,0.0,0.0,0.0
NQ,15m,12,0.03,2.5,off,all_hours,7,42.9,-0.143,-1.0
NQ,15m,12,0.03,2.5,off,us_market_hours,1,100.0,0.222,0.22
NQ,15m,12,0.03,2.5,on,all_hours,4,25.0,-0.5,-2.0
NQ,15m,12,0.03,2.5,on,us_market_hours,0,0.0,0.0,0.0
NQ,15m,12,0.03,3.0,off,all_hours,7,42.9,-0.143,-1.0
NQ,15m,12,0.03,3.0,off,us_market_hours,1,100.0,0.185,0.18
NQ,15m,12,0.03,3.0,on,all_hours,4,25.0,-0.5,-2.0
NQ,15m,12,0.03,3.0,on,us_market_hours,0,0.0,0.0,0.0
NQ,15m,12,0.03,3.5,off,all_hours,7,42.9,-0.143,-1.0
NQ,15m,12,0.03,3.5,off,us_market_hours,1,100.0,0.158,0.16
NQ,15m,12,0.03,3.5,on,all_hours,4,25.0,-0.5,-2.0
NQ,15m,12,0.03,3.5,on,us_market_hours,0,0.0,0.0,0.0
NQ,15m,20,0.01,2.0,off,all_hours,98,52.0,0.041,4.02
NQ,15m,20,0.01,2.0,off,us_market_hours,20,70.0,0.146,2.92
NQ,15m,20,0.01,2.0,on,all_hours,40,45.0,-0.1,-4.0
NQ,15m,20,0.01,2.0,on,us_market_hours,6,83.3,0.349,2.09
NQ,15m,20,0.01,2.5,off,all_hours,92,50.0,0.0,0.0
NQ,15m,20,0.01,2.5,off,us_market_hours,19,63.2,-0.026,-0.49
NQ,15m,20,0.01,2.5,on,all_hours,39,46.2,-0.077,-3.0
NQ,15m,20,0.01,2.5,on,us_market_hours,6,66.7,0.018,0.11
NQ,15m,20,0.01,3.0,off,all_hours,80,47.5,-0.05,-4.0
NQ,15m,20,0.01,3.0,off,us_market_hours,19,63.2,-0.039,-0.74
NQ,15m,20,0.01,3.0,on,all_hours,37,40.5,-0.189,-6.99
NQ,15m,20,0.01,3.0,on,us_market_hours,6,66.7,-0.013,-0.08
NQ,15m,20,0.01,3.5,off,all_hours,74,48.6,-0.027,-2.0
NQ,15m,20,0.01,3.5,off,us_market_hours,19,63.2,-0.063,-1.2
NQ,15m,20,0.01,3.5,on,all_hours,37,37.8,-0.243,-8.99
NQ,15m,20,0.01,3.5,on,us_market_hours,6,66.7,0.002,0.01
NQ,15m,20,0.015,2.0,off,all_hours,41,51.2,0.024,0.98
NQ,15m,20,0.015,2.0,off,us_market_hours,8,62.5,-0.068,-0.54
NQ,15m,20,0.015,2.0,on,all_hours,18,55.6,0.111,2.0
NQ,15m,20,0.015,2.0,on,us_market_hours,3,66.7,0.008,0.02
NQ,15m,20,0.015,2.5,off,all_hours,39,46.2,-0.077,-3.0
NQ,15m,20,0.015,2.5,off,us_market_hours,7,57.1,-0.178,-1.25
NQ,15m,20,0.015,2.5,on,all_hours,16,43.8,-0.125,-2.0
NQ,15m,20,0.015,2.5,on,us_market_hours,2,50.0,-0.297,-0.59
NQ,15m,20,0.015,3.0,off,all_hours,36,47.2,-0.056,-2.02
NQ,15m,20,0.015,3.0,off,us_market_hours,7,57.1,-0.172,-1.2
NQ,15m,20,0.015,3.0,on,all_hours,15,40.0,-0.2,-3.0
NQ,15m,20,0.015,3.0,on,us_market_hours,2,50.0,-0.248,-0.5
NQ,15m,20,0.015,3.5,off,all_hours,32,43.8,-0.125,-4.0
NQ,15m,20,0.015,3.5,off,us_market_hours,7,57.1,-0.168,-1.18
NQ,15m,20,0.015,3.5,on,all_hours,13,38.5,-0.231,-3.0
NQ,15m,20,0.015,3.5,on,us_market_hours,2,50.0,-0.212,-0.42
NQ,15m,20,0.02,2.0,off,all_hours,33,60.6,0.212,7.0
NQ,15m,20,0.02,2.0,off,us_market_hours,8,62.5,0.17,1.36
NQ,15m,20,0.02,2.0,on,all_hours,21,61.9,0.238,5.0
NQ,15m,20,0.02,2.0,on,us_market_hours,5,80.0,0.311,1.56
NQ,15m,20,0.02,2.5,off,all_hours,29,62.1,0.241,6.99
NQ,15m,20,0.02,2.5,off,us_market_hours,8,62.5,0.136,1.09
NQ,15m,20,0.02,2.5,on,all_hours,17,64.7,0.294,5.0
NQ,15m,20,0.02,2.5,on,us_market_hours,5,80.0,0.249,1.25
NQ,15m,20,0.02,3.0,off,all_hours,24,58.3,0.167,4.01
NQ,15m,20,0.02,3.0,off,us_market_hours,8,62.5,-0.002,-0.02
NQ,15m,20,0.02,3.0,on,all_hours,14,57.1,0.143,2.0
NQ,15m,20,0.02,3.0,on,us_market_hours,5,80.0,0.023,0.12
NQ,15m,20,0.02,3.5,off,all_hours,24,54.2,0.083,1.99
NQ,15m,20,0.02,3.5,off,us_market_hours,8,62.5,-0.019,-0.15
NQ,15m,20,0.02,3.5,on,all_hours,14,64.3,0.286,4.0
NQ,15m,20,0.02,3.5,on,us_market_hours,5,80.0,-0.009,-0.04
NQ,15m,20,0.025,2.0,off,all_hours,20,40.0,-0.2,-4.0
NQ,15m,20,0.025,2.0,off,us_market_hours,3,33.3,-0.39,-1.17
NQ,15m,20,0.025,2.0,on,all_hours,13,53.8,0.077,1.0
NQ,15m,20,0.025,2.0,on,us_market_hours,2,50.0,-0.085,-0.17
NQ,15m,20,0.025,2.5,off,all_hours,18,44.4,-0.111,-2.0
NQ,15m,20,0.025,2.5,off,us_market_hours,3,33.3,-0.379,-1.14
NQ,15m,20,0.025,2.5,on,all_hours,12,50.0,0.0,0.0
NQ,15m,20,0.025,2.5,on,us_market_hours,2,50.0,-0.068,-0.14
NQ,15m,20,0.025,3.0,off,all_hours,18,38.9,-0.222,-4.0
NQ,15m,20,0.025,3.0,off,us_market_hours,3,33.3,-0.371,-1.11
NQ,15m,20,0.025,3.0,on,all_hours,12,41.7,-0.167,-2.0
NQ,15m,20,0.025,3.0,on,us_market_hours,2,50.0,-0.057,-0.11
NQ,15m,20,0.025,3.5,off,all_hours,14,35.7,-0.286,-4.0
NQ,15m,20,0.025,3.5,off,us_market_hours,2,50.0,0.075,0.15
NQ,15m,20,0.025,3.5,on,all_hours,12,41.7,-0.167,-2.0
NQ,15m,20,0.025,3.5,on,us_market_hours,2,50.0,-0.049,-0.1
NQ,15m,20,0.03,2.0,off,all_hours,10,50.0,0.0,0.0
NQ,15m,20,0.03,2.0,off,us_market_hours,2,0.0,-1.036,-2.07
NQ,15m,20,0.03,2.0,on,all_hours,7,71.4,0.429,3.0
NQ,15m,20,0.03,2.0,on,us_market_hours,1,0.0,-1.073,-1.07
NQ,15m,20,0.03,2.5,off,all_hours,9,33.3,-0.333,-3.0
NQ,15m,20,0.03,2.5,off,us_market_hours,2,0.0,-0.929,-1.86
NQ,15m,20,0.03,2.5,on,all_hours,6,50.0,0.0,0.0
NQ,15m,20,0.03,2.5,on,us_market_hours,1,0.0,-0.858,-0.86
NQ,15m,20,0.03,3.0,off,all_hours,9,33.3,-0.333,-3.0
NQ,15m,20,0.03,3.0,off,us_market_hours,2,0.0,-0.858,-1.72
NQ,15m,20,0.03,3.0,on,all_hours,6,50.0,0.0,0.0
NQ,15m,20,0.03,3.0,on,us_market_hours,1,0.0,-0.715,-0.72
NQ,15m,20,0.03,3.5,off,all_hours,7,28.6,-0.429,-3.0
NQ,15m,20,0.03,3.5,off,us_market_hours,2,50.0,0.075,0.15
NQ,15m,20,0.03,3.5,on,all_hours,6,50.0,0.0,0.0
NQ,15m,20,0.03,3.5,on,us_market_hours,1,0.0,-0.613,-0.61
NQ,15m,32,0.01,2.0,off,all_hours,110,50.9,0.018,1.98
NQ,15m,32,0.01,2.0,off,us_market_hours,20,60.0,0.117,2.34
NQ,15m,32,0.01,2.0,on,all_hours,51,47.1,-0.059,-3.01
NQ,15m,32,0.01,2.0,on,us_market_hours,11,72.7,0.309,3.4
NQ,15m,32,0.01,2.5,off,all_hours,102,50.0,0.0,0.0
NQ,15m,32,0.01,2.5,off,us_market_hours,20,55.0,-0.025,-0.5
NQ,15m,32,0.01,2.5,on,all_hours,48,43.8,-0.125,-6.0
NQ,15m,32,0.01,2.5,on,us_market_hours,11,63.6,0.106,1.17
NQ,15m,32,0.01,3.0,off,all_hours,86,50.0,0.0,0.0
NQ,15m,32,0.01,3.0,off,us_market_hours,19,57.9,-0.035,-0.66
NQ,15m,32,0.01,3.0,on,all_hours,42,40.5,-0.19,-7.98
NQ,15m,32,0.01,3.0,on,us_market_hours,10,70.0,0.1,1.0
NQ,15m,32,0.01,3.5,off,all_hours,77,49.4,-0.013,-1.0
NQ,15m,32,0.01,3.5,off,us_market_hours,19,57.9,-0.026,-0.49
NQ,15m,32,0.01,3.5,on,all_hours,38,42.1,-0.158,-6.0
NQ,15m,32,0.01,3.5,on,us_market_hours,10,70.0,0.086,0.86
NQ,15m,32,0.015,2.0,off,all_hours,58,60.3,0.207,12.01
NQ,15m,32,0.015,2.0,off,us_market_hours,15,53.3,0.123,1.84
NQ,15m,32,0.015,2.0,on,all_hours,24,66.7,0.333,7.99
NQ,15m,32,0.015,2.0,on,us_market_hours,7,71.4,0.32,2.24
NQ,15m,32,0.015,2.5,off,all_hours,56,55.4,0.107,5.99
NQ,15m,32,0.015,2.5,off,us_market_hours,14,50.0,0.102,1.43
NQ,15m,32,0.015,2.5,on,all_hours,23,60.9,0.217,4.99
NQ,15m,32,0.015,2.5,on,us_market_hours,6,66.7,0.291,1.75
NQ,15m,32,0.015,3.0,off,all_hours,52,55.8,0.115,5.98
NQ,15m,32,0.015,3.0,off,us_market_hours,14,50.0,0.04,0.56
NQ,15m,32,0.015,3.0,on,all_hours,21,52.4,0.048,1.01
NQ,15m,32,0.015,3.0,on,us_market_hours,6,66.7,0.242,1.45
NQ,15m,32,0.015,3.5,off,all_hours,46,54.3,0.087,4.0
NQ,15m,32,0.015,3.5,off,us_market_hours,14,50.0,0.024,0.34
NQ,15m,32,0.015,3.5,on,all_hours,19,52.6,0.053,1.01
NQ,15m,32,0.015,3.5,on,us_market_hours,6,66.7,0.208,1.25
NQ,15m,32,0.02,2.0,off,all_hours,33,51.5,0.03,0.99
NQ,15m,32,0.02,2.0,off,us_market_hours,4,50.0,-0.189,-0.76
NQ,15m,32,0.02,2.0,on,all_hours,18,44.4,-0.111,-2.0
NQ,15m,32,0.02,2.0,on,us_market_hours,1,0.0,-1.0,-1.0
NQ,15m,32,0.02,2.5,off,all_hours,31,48.4,-0.032,-0.99
NQ,15m,32,0.02,2.5,off,us_market_hours,4,50.0,-0.201,-0.8
NQ,15m,32,0.02,2.5,on,all_hours,17,41.2,-0.176,-2.99
NQ,15m,32,0.02,2.5,on,us_market_hours,1,0.0,-1.0,-1.0
NQ,15m,32,0.02,3.0,off,all_hours,28,50.0,0.0,0.0
NQ,15m,32,0.02,3.0,off,us_market_hours,4,50.0,-0.182,-0.73
NQ,15m,32,0.02,3.0,on,all_hours,15,40.0,-0.2,-3.0
NQ,15m,32,0.02,3.0,on,us_market_hours,1,0.0,-0.889,-0.89
NQ,15m,32,0.02,3.5,off,all_hours,27,48.1,-0.037,-1.0
NQ,15m,32,0.02,3.5,off,us_market_hours,4,50.0,-0.156,-0.62
NQ,15m,32,0.02,3.5,on,all_hours,15,33.3,-0.333,-5.0
NQ,15m,32,0.02,3.5,on,us_market_hours,1,0.0,-0.762,-0.76
NQ,15m,32,0.025,2.0,off,all_hours,16,62.5,0.25,4.0
NQ,15m,32,0.025,2.0,off,us_market_hours,2,50.0,0.0,0.0
NQ,15m,32,0.025,2.0,on,all_hours,10,70.0,0.4,4.0
NQ,15m,32,0.025,2.0,on,us_market_hours,1,100.0,1.0,1.0
NQ,15m,32,0.025,2.5,off,all_hours,15,60.0,0.2,3.0
NQ,15m,32,0.025,2.5,off,us_market_hours,2,50.0,0.0,0.0
NQ,15m,32,0.025,2.5,on,all_hours,9,55.6,0.111,1.0
NQ,15m,32,0.025,2.5,on,us_market_hours,1,100.0,1.0,1.0
NQ,15m,32,0.025,3.0,off,all_hours,15,60.0,0.2,3.0
NQ,15m,32,0.025,3.0,off,us_market_hours,2,50.0,0.099,0.2
NQ,15m,32,0.025,3.0,on,all_hours,9,44.4,-0.111,-1.0
NQ,15m,32,0.025,3.0,on,us_market_hours,1,100.0,0.857,0.86
NQ,15m,32,0.025,3.5,off,all_hours,14,57.1,0.143,2.0
NQ,15m,32,0.025,3.5,off,us_market_hours,2,50.0,0.085,0.17
NQ,15m,32,0.025,3.5,on,all_hours,9,44.4,-0.111,-1.0
NQ,15m,32,0.025,3.5,on,us_market_hours,1,100.0,0.735,0.74
NQ,15m,32,0.03,2.0,off,all_hours,14,35.7,-0.286,-4.0
NQ,15m,32,0.03,2.0,off,us_market_hours,2,100.0,0.951,1.9
NQ,15m,32,0.03,2.0,on,all_hours,11,36.4,-0.273,-3.0
NQ,15m,32,0.03,2.0,on,us_market_hours,2,100.0,0.951,1.9
NQ,15m,32,0.03,2.5,off,all_hours,14,35.7,-0.286,-4.0
NQ,15m,32,0.03,2.5,off,us_market_hours,2,100.0,0.861,1.72
NQ,15m,32,0.03,2.5,on,all_hours,11,36.4,-0.273,-3.0
NQ,15m,32,0.03,2.5,on,us_market_hours,2,100.0,0.861,1.72
NQ,15m,32,0.03,3.0,off,all_hours,14,42.9,-0.143,-2.0
NQ,15m,32,0.03,3.0,off,us_market_hours,2,100.0,0.801,1.6
NQ,15m,32,0.03,3.0,on,all_hours,11,45.5,-0.091,-1.0
NQ,15m,32,0.03,3.0,on,us_market_hours,2,100.0,0.801,1.6
NQ,15m,32,0.03,3.5,off,all_hours,13,46.2,-0.077,-1.0
NQ,15m,32,0.03,3.5,off,us_market_hours,2,100.0,0.758,1.52
NQ,15m,32,0.03,3.5,on,all_hours,11,45.5,-0.091,-1.0
NQ,15m,32,0.03,3.5,on,us_market_hours,2,100.0,0.758,1.52
NQ,15m,48,0.01,2.0,off,all_hours,116,48.3,-0.034,-3.94
NQ,15m,48,0.01,2.0,off,us_market_hours,19,42.1,-0.262,-4.98
NQ,15m,48,0.01,2.0,on,all_hours,61,47.5,-0.049,-2.99
NQ,15m,48,0.01,2.0,on,us_market_hours,11,45.5,-0.191,-2.1
NQ,15m,48,0.01,2.5,off,all_hours,104,47.1,-0.058,-6.03
NQ,15m,48,0.01,2.5,off,us_market_hours,19,47.4,-0.164,-3.12
NQ,15m,48,0.01,2.5,on,all_hours,55,43.6,-0.127,-6.99
NQ,15m,48,0.01,2.5,on,us_market_hours,11,54.5,-0.007,-0.08
NQ,15m,48,0.01,3.0,off,all_hours,99,47.5,-0.051,-5.05
NQ,15m,48,0.01,3.0,off,us_market_hours,18,44.4,-0.163,-2.93
NQ,15m,48,0.01,3.0,on,all_hours,53,41.5,-0.17,-9.01
NQ,15m,48,0.01,3.0,on,us_market_hours,10,50.0,-0.024,-0.24
NQ,15m,48,0.01,3.5,off,all_hours,78,52.6,0.051,3.98
NQ,15m,48,0.01,3.5,off,us_market_hours,18,44.4,-0.176,-3.17
NQ,15m,48,0.01,3.5,on,all_hours,45,42.2,-0.156,-7.02
NQ,15m,48,0.01,3.5,on,us_market_hours,10,50.0,-0.02,-0.2
NQ,15m,48,0.015,2.0,off,all_hours,63,58.7,0.175,11.02
NQ,15m,48,0.015,2.0,off,us_market_hours,12,41.7,-0.17,-2.04
NQ,15m,48,0.015,2.0,on,all_hours,33,63.6,0.273,9.01
NQ,15m,48,0.015,2.0,on,us_market_hours,5,40.0,-0.339,-1.7
NQ,15m,48,0.015,2.5,off,all_hours,61,62.3,0.246,15.01
NQ,15m,48,0.015,2.5,off,us_market_hours,12,41.7,-0.169,-2.03
NQ,15m,48,0.015,2.5,on,all_hours,31,64.5,0.29,8.99
NQ,15m,48,0.015,2.5,on,us_market_hours,5,40.0,-0.351,-1.76
NQ,15m,48,0.015,3.0,off,all_hours,53,64.2,0.283,15.0
NQ,15m,48,0.015,3.0,off,us_market_hours,12,41.7,-0.169,-2.03
NQ,15m,48,0.015,3.0,on,all_hours,27,55.6,0.111,3.0
NQ,15m,48,0.015,3.0,on,us_market_hours,5,40.0,-0.359,-1.8
NQ,15m,48,0.015,3.5,off,all_hours,48,58.3,0.167,8.02
NQ,15m,48,0.015,3.5,off,us_market_hours,12,41.7,-0.168,-2.02
NQ,15m,48,0.015,3.5,on,all_hours,26,57.7,0.154,4.0
NQ,15m,48,0.015,3.5,on,us_market_hours,5,40.0,-0.365,-1.82
NQ,15m,48,0.02,2.0,off,all_hours,37,62.2,0.243,8.99
NQ,15m,48,0.02,2.0,off,us_market_hours,11,63.6,0.176,1.94
NQ,15m,48,0.02,2.0,on,all_hours,19,57.9,0.158,3.0
NQ,15m,48,0.02,2.0,on,us_market_hours,6,83.3,0.369,2.21
NQ,15m,48,0.02,2.5,off,all_hours,35,60.0,0.2,7.0
NQ,15m,48,0.02,2.5,off,us_market_hours,10,70.0,0.212,2.12
NQ,15m,48,0.02,2.5,on,all_hours,19,52.6,0.053,1.01
NQ,15m,48,0.02,2.5,on,us_market_hours,6,83.3,0.329,1.97
NQ,15m,48,0.02,3.0,off,all_hours,31,64.5,0.29,8.99
NQ,15m,48,0.02,3.0,off,us_market_hours,10,80.0,0.31,3.1
NQ,15m,48,0.02,3.0,on,all_hours,17,58.8,0.176,2.99
NQ,15m,48,0.02,3.0,on,us_market_hours,6,100.0,0.601,3.61
NQ,15m,48,0.02,3.5,off,all_hours,28,64.3,0.286,8.01
NQ,15m,48,0.02,3.5,off,us_market_hours,10,80.0,0.312,3.12
NQ,15m,48,0.02,3.5,on,all_hours,14,64.3,0.286,4.0
NQ,15m,48,0.02,3.5,on,us_market_hours,6,100.0,0.539,3.23
NQ,15m,48,0.025,2.0,off,all_hours,25,40.0,-0.2,-5.0
NQ,15m,48,0.025,2.0,off,us_market_hours,7,28.6,-0.495,-3.46
NQ,15m,48,0.025,2.0,on,all_hours,15,40.0,-0.2,-3.0
NQ,15m,48,0.025,2.0,on,us_market_hours,5,40.0,-0.476,-2.38
NQ,15m,48,0.025,2.5,off,all_hours,23,43.5,-0.13,-2.99
NQ,15m,48,0.025,2.5,off,us_market_hours,6,16.7,-0.535,-3.21
NQ,15m,48,0.025,2.5,on,all_hours,13,46.2,-0.077,-1.0
NQ,15m,48,0.025,2.5,on,us_market_hours,4,25.0,-0.536,-2.14
NQ,15m,48,0.025,3.0,off,all_hours,23,34.8,-0.304,-6.99
NQ,15m,48,0.025,3.0,off,us_market_hours,6,16.7,-0.417,-2.5
NQ,15m,48,0.025,3.0,on,all_hours,12,41.7,-0.167,-2.0
NQ,15m,48,0.025,3.0,on,us_market_hours,4,25.0,-0.447,-1.79
NQ,15m,48,0.025,3.5,off,all_hours,20,35.0,-0.3,-6.0
NQ,15m,48,0.025,3.5,off,us_market_hours,6,16.7,-0.358,-2.15
NQ,15m,48,0.025,3.5,on,all_hours,11,27.3,-0.455,-5.0
NQ,15m,48,0.025,3.5,on,us_market_hours,4,25.0,-0.383,-1.53
NQ,15m,48,0.03,2.0,off,all_hours,13,23.1,-0.538,-6.99
NQ,15m,48,0.03,2.0,off,us_market_hours,2,50.0,-0.361,-0.72
NQ,15m,48,0.03,2.0,on,all_hours,11,18.2,-0.636,-7.0
NQ,15m,48,0.03,2.0,on,us_market_hours,1,0.0,-1.0,-1.0
NQ,15m,48,0.03,2.5,off,all_hours,12,33.3,-0.333,-4.0
NQ,15m,48,0.03,2.5,off,us_market_hours,2,50.0,-0.389,-0.78
NQ,15m,48,0.03,2.5,on,all_hours,11,27.3,-0.455,-5.0
NQ,15m,48,0.03,2.5,on,us_market_hours,1,0.0,-1.0,-1.0
NQ,15m,48,0.03,3.0,off,all_hours,12,33.3,-0.333,-4.0
NQ,15m,48,0.03,3.0,off,us_market_hours,2,50.0,-0.408,-0.82
NQ,15m,48,0.03,3.0,on,all_hours,11,27.3,-0.455,-5.0
NQ,15m,48,0.03,3.0,on,us_market_hours,1,0.0,-1.0,-1.0
NQ,15m,48,0.03,3.5,off,all_hours,11,27.3,-0.455,-5.0
NQ,15m,48,0.03,3.5,off,us_market_hours,2,50.0,-0.33,-0.66
NQ,15m,48,0.03,3.5,on,all_hours,10,20.0,-0.6,-6.0
NQ,15m,48,0.03,3.5,on,us_market_hours,1,0.0,-0.818,-0.82
NQ,1h,12,0.01,2.0,off,all_hours,73,54.8,0.096,7.01
NQ,1h,12,0.01,2.0,off,us_market_hours,15,46.7,-0.124,-1.86
NQ,1h,12,0.01,2.0,on,all_hours,19,36.8,-0.263,-5.0
NQ,1h,12,0.01,2.0,on,us_market_hours,3,33.3,-0.441,-1.32
NQ,1h,12,0.01,2.5,off,all_hours,63,57.1,0.143,9.01
NQ,1h,12,0.01,2.5,off,us_market_hours,15,46.7,-0.14,-2.1
NQ,1h,12,0.01,2.5,on,all_hours,16,50.0,0.0,0.0
NQ,1h,12,0.01,2.5,on,us_market_hours,3,33.3,-0.317,-0.95
NQ,1h,12,0.01,3.0,off,all_hours,55,52.7,0.055,3.02
NQ,1h,12,0.01,3.0,off,us_market_hours,15,46.7,-0.117,-1.76
NQ,1h,12,0.01,3.0,on,all_hours,15,40.0,-0.2,-3.0
NQ,1h,12,0.01,3.0,on,us_market_hours,3,33.3,-0.264,-0.79
NQ,1h,12,0.01,3.5,off,all_hours,46,52.2,0.043,1.98
NQ,1h,12,0.01,3.5,off,us_market_hours,15,46.7,-0.1,-1.5
NQ,1h,12,0.01,3.5,on,all_hours,13,38.5,-0.231,-3.0
NQ,1h,12,0.01,3.5,on,us_market_hours,3,33.3,-0.226,-0.68
NQ,1h,12,0.015,2.0,off,all_hours,44,56.8,0.136,5.98
NQ,1h,12,0.015,2.0,off,us_market_hours,8,75.0,0.083,0.66
NQ,1h,12,0.015,2.0,on,all_hours,18,50.0,0.0,0.0
NQ,1h,12,0.015,2.0,on,us_market_hours,3,100.0,0.089,0.27
NQ,1h,12,0.015,2.5,off,all_hours,39,51.3,0.026,1.01
NQ,1h,12,0.015,2.5,off,us_market_hours,8,75.0,-0.023,-0.18
NQ,1h,12,0.015,2.5,on,all_hours,15,53.3,0.067,1.01
NQ,1h,12,0.015,2.5,on,us_market_hours,3,100.0,0.071,0.21
NQ,1h,12,0.015,3.0,off,all_hours,35,51.4,0.029,1.02
NQ,1h,12,0.015,3.0,off,us_market_hours,8,75.0,-0.019,-0.15
NQ,1h,12,0.015,3.0,on,all_hours,14,50.0,0.0,0.0
NQ,1h,12,0.015,3.0,on,us_market_hours,3,100.0,0.059,0.18
NQ,1h,12,0.015,3.5,off,all_hours,33,51.5,0.03,0.99
NQ,1h,12,0.015,3.5,off,us_market_hours,8,75.0,-0.017,-0.14
NQ,1h,12,0.015,3.5,on,all_hours,13,46.2,-0.077,-1.0
NQ,1h,12,0.015,3.5,on,us_market_hours,3,100.0,0.051,0.15
NQ,1h,12,0.02,2.0,off,all_hours,32,40.6,-0.188,-6.02
NQ,1h,12,0.02,2.0,off,us_market_hours,8,37.5,-0.095,-0.76
NQ,1h,12,0.02,2.0,on,all_hours,12,16.7,-0.667,-8.0
NQ,1h,12,0.02,2.0,on,us_market_hours,1,0.0,-0.35,-0.35
NQ,1h,12,0.02,2.5,off,all_hours,31,32.3,-0.355,-11.0
NQ,1h,12,0.02,2.5,off,us_market_hours,8,37.5,-0.076,-0.61
NQ,1h,12,0.02,2.5,on,all_hours,12,16.7,-0.667,-8.0
NQ,1h,12,0.02,2.5,on,us_market_hours,1,0.0,-0.28,-0.28
NQ,1h,12,0.02,3.0,off,all_hours,30,40.0,-0.2,-6.0
NQ,1h,12,0.02,3.0,off,us_market_hours,8,37.5,-0.063,-0.5
NQ,1h,12,0.02,3.0,on,all_hours,12,33.3,-0.333,-4.0
NQ,1h,12,0.02,3.0,on,us_market_hours,1,0.0,-0.233,-0.23
NQ,1h,12,0.02,3.5,off,all_hours,27,40.7,-0.185,-5.0
NQ,1h,12,0.02,3.5,off,us_market_hours,8,37.5,-0.054,-0.43
NQ,1h,12,0.02,3.5,on,all_hours,11,36.4,-0.273,-3.0
NQ,1h,12,0.02,3.5,on,us_market_hours,1,0.0,-0.2,-0.2
NQ,1h,12,0.025,2.0,off,all_hours,20,30.0,-0.4,-8.0
NQ,1h,12,0.025,2.0,off,us_market_hours,5,20.0,-0.352,-1.76
NQ,1h,12,0.025,2.0,on,all_hours,10,20.0,-0.6,-6.0
NQ,1h,12,0.025,2.0,on,us_market_hours,2,0.0,-0.397,-0.79
NQ,1h,12,0.025,2.5,off,all_hours,17,17.6,-0.647,-11.0
NQ,1h,12,0.025,2.5,off,us_market_hours,5,20.0,-0.282,-1.41
NQ,1h,12,0.025,2.5,on,all_hours,10,20.0,-0.6,-6.0
NQ,1h,12,0.025,2.5,on,us_market_hours,2,0.0,-0.317,-0.63
NQ,1h,12,0.025,3.0,off,all_hours,16,31.2,-0.375,-6.0
NQ,1h,12,0.025,3.0,off,us_market_hours,5,20.0,-0.235,-1.17
NQ,1h,12,0.025,3.0,on,all_hours,10,30.0,-0.4,-4.0
NQ,1h,12,0.025,3.0,on,us_market_hours,2,0.0,-0.264,-0.53
